is_negative,is_netral,is_positive,to_drop,full_text,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 2GgaYT94Vdx4afQpXG6PKpC6LyMzTdQN3uTDpGe3Qf1k,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 5UM8ZE4kBrsMsdUPTpe3tnGJLT6bFYapdKEEm3z3u5Yy,,,,,,,,,,,,,
1,,,,@Alibaba_Qwen Dgn prompt yg sama saya mendapat jawaban paling memuaskan dari Qwen2.5-Max dibanding Gemini 2.0 ataupun deepseek R1,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai DiL1sHVZ63nQ7cB8FAtaHaQGNVLXdJnnBFin3h9TRX3f,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai HJ6j4BW5NwQArNDuXQjj792tDoKujLQtMwBpMa185LpY,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai DEDdsfchtuFA3VS9XGAtaAMP2jJFBXu1GwbK1zkRqtbY,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 2b6crh4XjrWUhHb7nyeM3y2xoPxjNyQ6nJ6hpiS1xc64,,,,,,,,,,,,,
,,1,,@budimandjatmiko @BBCNews @deepseek_ai mantap banget nih ternyata banyak pilihan modelnya. mudah mudahan aja bs memilih yg paling sesuai dngn kebutuhan dan kemampuan masing-masing,,,,,,,,,,,,,
,,1,,Kejayaan model AI DeepSeek tingkatkan permintaan pusat data - RHB Investment | DagangNews - Berita Bisnes Anda https://t.co/Kpw5Qny7q5,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai DYPuqvQJgW1Yk5LQA9bBMpH2HpbcJT1zKBTQ3xg74um8,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai BDFvASnsiKbd6nPwisrtFtviEkjSv556wQxpGmchzpFG,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai qF8tvoozPuvEQRm7LR2RbGSTnnZXSUw7JTe6D16C7xM,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai ApAvdjXGx8jyf1G3GkRJuurE6RCkCLX2rgrnDHy6d9uA,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 7BbqA2RaT8zeH7MSwDwv6HRBeCCnyjbHPwZbsw7w8o7y,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai D2vu6VNV81pxzEEbPHnyPKQQ7SGNWYN9b8H4BpnjerSb,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai HaF7nKadVbrEzfftx7DmogXuPRN8NZqFre3bgftaKLGD,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 3HjXET4ohdPBAovbtt1oDPPih2bKxB6p8SmheQY32DdG,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 3GAe6Y8o5BHGoxBQQfuqk6URGVVhXiYU4tXusDWakpD6,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 6QPGpBEDWSyDWBnPLQcqvHxjGbAuL9wnVYA8Sz7hSNMN,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai gxkaLcZin4U97BwTRAn3wwBHBjBmexv25eB3t4xP6tH,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 9Q2pSb21pNwDR4JP1v6PbZGktnFBtc1Twqacd4CYzfeF,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 21RbWCuCQzEzPC14jRt8QDSScC7kBwndcwckyx8ihN1W,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai FUfbaRpDSnMV1XGhWUgA2ndQytRcG4SQQMr8xmVbVLUe,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai GkDmUSoKcjMRkPzm78SMn4ibYJPU77jd4hcWbQcMeyVd,,,,,,,,,,,,,
,,,1,@niconicodotai @radahn_sun @deepseek_ai GsaWTXzvJUVSpPk4wqNpEdMjPWT8yijFnPz4Y57T21gg,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai cWsHb7Nxj48DEjgpjbSqgFnXL4WVdtKue64bktm8fsb,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai 6NH5zMecvQ3d68Ui4h62Yma95fhX5YgxLWDmwhj7tdTs,,,,,,,,,,,,,
1,,,,Awas! Pengguna DeepSeek di AS kini berhadapan risiko hukuman penjara sehingga 20 tahun! Untuk artikel penuh klik https://t.co/sh7NI13oT3 #deepseek #unitedstates #amerikasyarikat https://t.co/EoFEp7YKxa,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai DBTe915SSNKSLBWJjoEpekQ7yHs4C25yjfdwss6S6eUX,,,,,,,,,,,,,
,,,1,@budimandjatmiko @BBCNews @deepseek_ai gue siap datang dan ngobrolin isu ini dngn orang-orang di yogya,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai GZSMUP4LsQDpDQwpNLyjMDNE2fnXwVQupfToJMLSunPY,,,,,,,,,,,,,
1,,,,DeepSeek terlalu sering server busy. Jadi gak enak makainya. Masih mending GPT,,,,,,,,,,,,,
,1,,,deepseek ama openai seru banget saingan jago2an kita tinggal menikmati hasil aja,,,,,,,,,,,,,
,1,,,USA dibuat babak belur China soal teknologi Setelah OpenAi ChatGpt dikangkangin DeepSeek malah skrg alibaba meluncurkan lagi AI yg diklaim lbh hebat yaitu Qwen 2.5. Semakin ngeri perkembangan teknologi yg tentu pasti Plus Minus selalu akan ada berbarengan.,,,,,,,,,,,,,
1,,,,@tanyarlfes kurang ajar ni deepseek https://t.co/MMA7GBRSKR,,,,,,,,,,,,,
,,,1,Avstraliyada DeepSeek dan davlat idoralarida foydalanish taqiqlandi https://t.co/crcEFGI9Dt,,,,,,,,,,,,,
,,,1,@PavaNTRRR @lohithAlluarjun Nijam chepu Deepseek or chatgpt lo CP chesi dengav kada,,,,,,,,,,,,,
,1,,,China: buat DeepSeek USA: buat chatGPT indonesia: buat meme Jokowi,,,,,,,,,,,,,
,,,1,Tqm DeepSeek,,,,,,,,,,,,,
,1,,,Kini dengan kehadiran DeepSeek persaingan inovasi AI semakin sengit. Indonesia seharusnya mampu mengambil peluang bukan malah menjadi pelanduk yang mati di tengah pertarungan dua gajah . #Humaniora #AdadiKompas https://t.co/VOhiGejiIX,,,,,,,,,,,,,
,,1,,DeepSeek menjadi aplikasi nomor satu yang diunduh di Apple App Store mengalahkan ChatGPT teknologi AI. Saham perusahaan semikonduktor bahan yang dibutuhkan dalam pengembangan AI di AS turun 9 2% dalam sehari. #Humaniora #AdadiKompas,,,,,,,,,,,,,
,,1,,Didirikan tahun 2023 DeepSeek mulai mengembangkan teknologi AI. Mulanya tidak banyak yang tahu tentang perusahaan besutan Liang Wenfeng lulusan Universitas Zhejiang ini. #Humaniora #AdadiKompas https://t.co/VOhiGejiIX,,,,,,,,,,,,,
,,1,,Kehadiran DeepSeek perusahaan kecerdasan buatan atau artificial intelligence generatif asal China mengusik dominasi Amerika Serikat di bidang itu. #Humaniora #AdadiKompas,,,,,,,,,,,,,
,1,,,Gak pusing gw ama video ini. Masalahnya bahkan jauh sebelum mereka rilis Deepseek China udah punya mayoritas data kita. Jangan lupa aplikasi kandang tenyom juga banyak lagi yg mereka punya saham disana https://t.co/3ykrcGC8rT,,,,,,,,,,,,,
1,,,,Pengguna DeepSeek Di Amerika Kelak Boleh Dikenakan Hukuman Penjara 20 Tahun https://t.co/PtGDrMCct0 https://t.co/Xz2nLqAwSb,,,,,,,,,,,,,
,,1,,CEO Telegram: Sistem Pendidikan China Bantu AI DeepSeek Ungguli AS https://t.co/VarGXMqskr,,,,,,,,,,,,,
,1,,,Chatbot AI makin canggih nih! Tapi apa ya bedanya DeepSeek AI dengan ChatGPT? Simak yuk 10 faktanya #CekFakta #DeepSeekAI #Teknologi #MedcomId #MudaMemberiArti https://t.co/KoJAEFiWDq,,,,,,,,,,,,,
,,1,,@ImHaylaaNia Tambah lagi dari deepseek. Makin merajuk nih melayu. https://t.co/ASnOISccfH,,,,,,,,,,,,,
1,,,,Australia Turut Haramkan Penggunaan DeepSeek Pada Peranti Milik Kerajaan https://t.co/8M7RV78OVf https://t.co/0be7tKbLnO,,,,,,,,,,,,,
,,,1,@deepseek_ai wei masih tak ok ke?,,,,,,,,,,,,,
,,1,,@nattyjourn yaah wkwkwk gws mari coba deepseek,,,,,,,,,,,,,
1,,,,@imanuelr10 Kalo deepseek ada thought process ai nya sebelum keluar hasilnya,,,,,,,,,,,,,
1,,,,Deepseek sekarang ada pembatasan https://t.co/mRUVIkH0Qo,,,,,,,,,,,,,
1,,,,DeepSeek bagus tp servernya kadang sibuk jir. Butuh duit buat nambah infrastruktur biar josss,,,,,,,,,,,,,
1,,,,ini deepseek busy mulu anjirlah,,,,,,,,,,,,,
,,1,,Pakailah GPT wrapper @perplexity_ai bisa pake @deepseek_ai dan #chatGPT @OpenAI sekaligus. Ditambah model #AI sonarnya dia sendiri sama Claude @AnthropicAI &amp; @grok,,,,,,,,,,,,,
,,1,,Just in #technology: Perusahaan chip China mengadopsi DeepSeek dalam upaya kemandirian AI.. Selengkapnya: https://t.co/7GZ2vi69l9. #Pomodo #ChinaTech #AI #Semiconductors,,,,,,,,,,,,,
,1,,,Just in #finance: DeepSeek dan tarif Trump akan memandu pemenang dan pecundang di pasar China.. Selengkapnya: https://t.co/I37anweVVJ. #Pomodo #ChinaMarkets #TrumpTariffs #DeepSeek,,,,,,,,,,,,,
1,,,,Risiko Keamanan Australia Larang DeepSeek di Sistem Pemerintah https://t.co/89n9gQqZE6,,,,,,,,,,,,,
,,1,,@namdoyan debat sm deepseek atau gemini sj kawand,,,,,,,,,,,,,
1,,,,DeepSeek menjadi chatbot AI paling populer kedua di dunia mengalahkan Google Gemini. Namun DeepSeek masih jauh tertinggal dari ChatGPT. https://t.co/LRR4AaQgzk,,,,,,,,,,,,,
,,1,,Gilz gw cinta banget deh ni deepseek,,,,,,,,,,,,,
,,1,,Tanya apa saja biar DeepSeek yang menjawab! Sudah coba belum? #Intikomsolutions #ITSolutions #IntikomPSS #ProfessionalServices #Intikom #AI #LLM #OpenSource #DeepSeek #Tech https://t.co/p2BZxyNLi1,,,,,,,,,,,,,
1,,,,Cam takleh harap je deepseek ni asyik busy je,,,,,,,,,,,,,
,,1,,OpenAI (ChatGPT) tampak sudah merespon kehadiran DeepSeek,,,,,,,,,,,,,
,,1,,@Strategi_Bisnis Dengan 99M cina bs ciptakan AI deepseek yg gocangkan amerika. Lha ini 1.3T hanya bisa goncangkan rakyatnya sendiri bikin rakyat stress. Aplikasi kaya buatan programmer magang.,,,,,,,,,,,,,
,,1,,GPT ada reasoning nya sekarang? Goyang ya ada Deepseek? wkwkwkw https://t.co/WcHAhUT0ir,,,,,,,,,,,,,
,1,,,Laptop w ketika nyoba host deepseek di lokal,,,,,,,,,,,,,
,,,1,@jonnypengacara Islam rahmatanlil alamin..kasih sayang kepada seluruh alam semesta ..tidak cari musuh..kecuali di ganggu..ya bela diri .. palestina dgn tiga agama yahudi.islam.kristen. hidup rukun.indonesia banyak agama hidup rukun.. https://t.co/zfbkoywWbC,,,,,,,,,,,,,
,,1,,Bos OpenAI Sam Altman mengatakan bahwa sejauh ini perusahannya tidak ada rencana untuk menggugat DeepSeek startup AI dari China. https://t.co/AiqXEHrXWZ,,,,,,,,,,,,,
,,1,,Inget waktu baca koran tahun 2023 ChatGPT lagi heboh-hebohnya ternyata lebih dari setengah pengajuan hak cipta AI secara global diajukan China. Sekarang muncul Deepseek. Kayaknya itu baru permulaan. https://t.co/8NlViscATI,,,,,,,,,,,,,
1,,,,DeepSeek AI Gak 100 Persen Aman Apa Aja Risikonya Kalau Pakai? #uzoneID https://t.co/ws07yQGh4F,,,,,,,,,,,,,
,,,1,@CryptoArch1tect @iDEGEN_AI @iDEGEN_Updates @idegen_deepseek Done kak,,,,,,,,,,,,,
,,1,,deepseek jadi pembimbing IELTS mayan juga,,,,,,,,,,,,,
,,1,,DeepSeek R1 yang dikembangkan memang sangat baik menghadirkan efisiensi dan efektivitas dalam berbagai hal yuk simak dalam link produk dibawah https://t.co/wnutJVUqIP,,,,,,,,,,,,,
,,1,,DeepSeek R1 sebuah AI yang baru2 ini menggemparkan yang bisa menyaingi Open AI dan Chat GPT sedang ramai diperbincangkan kamu bisa menjumpainya di Solidus AI Tech Marketplace https://t.co/6iQlIF0znN,,,,,,,,,,,,,
,,1,,Deepseek For The Winner Bikin program ruang bisa lebih cepet berasa dibantuin intern wkwk https://t.co/w2qsOS9b3Q,,,,,,,,,,,,,
,,1,,Deepseek: Pendatang Baru Menantang Dominasi Perusahaan AI Barat https://t.co/njJXwbmygB,,,,,,,,,,,,,
,,1,,Ternyata deepseek memang jauuuhh lebih bagus dari chatgpt pemirsah.,,,,,,,,,,,,,
,,,1,WTS WTB BUB!! READY NETFLIX VIDIO DISNEY CANVA VIU WETV IQIYI SPOTIFY YOUTUBE PRIME VISION BSTATION LOKLOK YOUKU HBO GO PICSART [21.38]-- ️ wa : https://t.co/vP0qiDQlGb Feminis Lami China Oke Gas DeepSeek Carmen MINUTES Minggu Pagii Kany gunungkidul #zonauang #zonajajan https://t.co/XxuxkTaEWV,,,,,,,,,,,,,
,,1,,LLM ni dah macam burger Ramly dah. kau hanya perlu cari kedai burger yang kena dengan tekak. tak kira la chatgpt claude deepseek ke apa,,,,,,,,,,,,,
1,,,,Alibaba Rilis Model AI Qwen 2.5-Max Diklaim Ungguli DeepSeek dan OpenAI #fypシ https://t.co/SM4AxN5GwC,,,,,,,,,,,,,
,,,1,@CryptoArch1tect @iDEGEN_AI @iDEGEN_Updates @idegen_deepseek Bismillah https://t.co/r6U95Lidn7,,,,,,,,,,,,,
1,,,,Alibaba Rilis Model AI Qwen 2.5-Max Diklaim Ungguli DeepSeek dan OpenAI Alibaba baru saja meluncurkan model kecerdasan buatan terbarunya Qwen 2.5-Max tepat saat perayaan Tahun Baru Imlek di Cina. #fypシ https://t.co/TATOFHZpKT,,,,,,,,,,,,,
,,1,,Buat yang makai deepseek bakal kepake banget nih!! 6 Prompt diatas di bikin buat bantu kalian yang masih pemula kaya gua untuk paham lebih cepat nulis prompt di deepseek atau kalian bisa aja langsung copy ke 6 prompt tersebut lalu praktekan di konten kalian dan liat hasilnya. https://t.co/x79t6nOwmg,,,,,,,,,,,,,
,,1,,@imanuelr10 Kalo belajar aja via exercism bagus el. Kalo buat liat thinkingnya bisa coba deepseek,,,,,,,,,,,,,
,,1,,daftar pustaka : chatgpt deepseek meta openai,,,,,,,,,,,,,
,,,1,Kya matlab chatgpt deepseek ko copy kar rha he!! #deepseek #chatgpt https://t.co/sTeqyG7j1C,,,,,,,,,,,,,
,,1,,Menteri Digital Gobind Singh Deo berkata pelaburan pusat data di Malaysia tidak akan terjejas dengan kewujudan platform kecerdasan buatan (AI) sumber terbuka DeepSeek Sebaliknya perkembangan ini menunjukkan kepentingan pusat data dalam ekosistem digital ujar beliau https://t.co/dUSTLUbwK8,,,,,,,,,,,,,
,,,1,ARWANA PLATINUM (Ikan Termahal Di Dunia) #arwanaplatinum #arwana #fyp #dibaliklayar #berandafyp #BAGIHOKI #taugasih #ikanpredator #arwana #fyp #DEEPSEEK https://t.co/F2JnVgshPc,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai done akl task,,,,,,,,,,,,,
1,,,,Australia meningkatkan langkah sekatan dengan mengharamkan DeepSeek daripada semua peranti kerajaan menjadikannya antara tindakan paling tegas terhadap chatbot China itu setakat ini. https://t.co/TJnv0HrZwz 'Yang sahih di Berita RTM' #RTM #BeritaRTM #MalaysiaMadani #TaatSetia https://t.co/mSQ68VvxJW,,,,,,,,,,,,,
,,,1,DALEMAN SIAPA INI?! BIKIN FITNAH AJE #warkopdki #dono #kasino #indro #videolucu #respect #lucu #funny #funnytime #ngakak #tertawa #pagi #siang #sore #malam #DeepSeek https://t.co/rOJm3uREfq,,,,,,,,,,,,,
,,,1,lance berulah #MPLID #MLBB #MobileLegendsBangBangindonesia #deepseek #DeepSeekAI https://t.co/m8ZvwPLdYv,,,,,,,,,,,,,
,,,1,@CryptoArch1tect @iDEGEN_AI @iDEGEN_Updates @idegen_deepseek Bismillah https://t.co/Tq7d2r6UCz,,,,,,,,,,,,,
,,1,,Ada yg udah coba Deepseek?? Coba lihat hasil percobaanku dibawah ini. Keren juga hasilnya aku pakai perintah yg sama persis tapi hasil Deepseek bisa lebih detail dan lebih ngena aja gitu. Kalau menurutmu gimana? https://t.co/N52cSVVwjh,,,,,,,,,,,,,
,,1,,@worksfess gue saranin bikin hook buat aff nya di deepseek der dan tentunya pake video yg menarik https://t.co/mpEq0NEzgt https://t.co/BtMGeDG5m5,,,,,,,,,,,,,
,,,1,@CryptoArch1tect @iDEGEN_AI @iDEGEN_Updates @idegen_deepseek done Bismillahirrahmanirrahim,,,,,,,,,,,,,
1,,,,Ketika DeepSeek diikuti Qwen melesat sebagai pemain utama dalam teknologi AI banyak yang terkejut melihat reaksi berlebihan dari Washington. NASA buru-buru melarang penggunaan DeepSeek dengan alasan keamanan nasional. https://t.co/LhpuQ56T0W,,,,,,,,,,,,,
,1,,,Kehadiran DeepSeek mengusik dominasi AS dalam pengembangan kecerdasan buatan. Lalu bagaimana posisi Indonesia di tengah perang AI itu? #Humaniora #AdadiKompas https://t.co/2rqy0erss1,,,,,,,,,,,,,
,,,1,Kehadiran DeepSeek mengusik dominasi AS dalam pengembangan kecerdasan buatan. Lalu bagaimana posisi Indonesia di tengah perang AI itu? #Humaniora #AdadiKompas https://t.co/DPVo6tDDa8,,,,,,,,,,,,,
,,,1,Kehadiran DeepSeek mengusik dominasi AS dalam pengembangan kecerdasan buatan. Lalu bagaimana posisi Indonesia di tengah perang AI itu? #Humaniora #AdadiKompas https://t.co/SgVp5IvhXa,,,,,,,,,,,,,
,1,,,Tidak open BO CC LC. ️ @deepseek_ai Dalam konteks STEM (Science Technology Engineering and Mathematics) istilah BO CC dan LC dapat merujuk pada beberapa konsep tergantung pada bidang spesifiknya. Berikut adalah penjelasan umum untuk masing-masing istilah:,,,,,,,,,,,,,
,,1,,Pelaburan pusat data di Malaysia tidak terjejas dengan DeepSeek https://t.co/Y38rXFzI4H,,,,,,,,,,,,,
,,,1,@DeepSeek_solai EmgCZjmnxRnkH2S95DiFXkhDTqRv3HGEMF9uohWdzzVw,,,,,,,,,,,,,
,,1,,Amerika Pengecut Tak Jantan dalam Bertarung 20 tahun penjara karena menggunakan AI China di AS Jika RUU Senator Josh Hawley berhasil disahkan oleh Kongres penggunaan AI DeepSeek akan dikenakan hukuman berat termasuk 20 tahun penjara atau denda $1 juta untuk individu biasa. https://t.co/yE0doY7xS1,,,,,,,,,,,,,
,,,1,@RajaChichulkar @deepseek_ai_bot CA: Cn4Y9fgLe2HSuKfrGX5AZQPfPRv8SkDVuQbWr2GRV3xs X: https://t.co/lVYGD0UzB3 Join TG Community: https://t.co/lrAKKZBsFY,,,,,,,,,,,,,
,,,1,@bobdotfun @alicedotfun @deepseek_ai @dominic_w @dfinity @ICPSwap Gorgeous BOB ICP HBAR,,,,,,,,,,,,,
,,,1,@narayanantbjp Yaru neengalam eppa parthalum jathi matham nu Hindu Muslim nu vera valliaya illa ya ungalaku. Superpower focusing on Ai and Deepseek but these sangi guys chaiii,,,,,,,,,,,,,
,,,1,@MohiniWealth China has Deepseek India has Pakistan Ambani and Adani,,,,,,,,,,,,,
1,,,,Kalau DeepSeek bohongi kita mungkin kita bisa ajak PublicAI untuk jadi detektif! Siapa tahu bisa dapet reward sambil cari kebenaran! #PublicAI,,,,,,,,,,,,,
,,,1,Wizdom upo kwenye ulimwengu gani soma ile taarifa kutoka katika makampuni yanayotumia ChatGPT na ChatGPT yenyewe inasema imekula hasara takribani dollar billion 60 kwa sababu watu wengi ameenda kuhamia AI ya Deepseek,,,,,,,,,,,,,
1,,,,deepseek kbnyakan verifikasi anjir bikin ganyaman,,,,,,,,,,,,,
,,,1,GODMAAX is the new FAANG G = Google(Deepmind) O = OpenAI D = Deepseek M = Meta A = Anthropic A = Alibaba(Qwen) X = XAI,,,,,,,,,,,,,
,,1,,Demi apapun DeepSeek gilaaa anjirrr God Mode emg bnr bnr lopyu cina kenapa kaga dari dulu jee,,,,,,,,,,,,,
,,1,,@Stakof Cb Deepseek gus.. mayan ada pembanding.,,,,,,,,,,,,,
,,,1,@mei_artemis_mei Nadhani Deepseek au ChatGPT inaweza kukupa mawazo mazuri hata kukupa plan jinsi ya kuifanya,,,,,,,,,,,,,
,,,1,@HamxaaTweets Deepseek Thora confuse ho gya h nya Jo aya h,,,,,,,,,,,,,
,1,,,@hanadiayurista Bener banget. Buka twitter minggu ini rasanya bikin grounded setelah minggu lalu kemakan hype Deepseek. Pas scroll2 baca2 kebijakan2 Trump vs dunia eh muncul twit2 perkara2 dasar di negara makin bermasalah,,,,,,,,,,,,,
,,1,,ChatGPT dah unban tapi dah terlambat sebab aku dah kecik hati. Nak guna DeepSeek,,,,,,,,,,,,,
,,,1,@Decu0x @idegen_deepseek Boomdeyada thank me later. Lore is insane 8MJcPndsaQu8LdY8Cwmurd1kZcg7um62c9rzWazMpump,,,,,,,,,,,,,
,1,,,Pendapat DeepSeek tentang KMP Aryadhana. https://t.co/3u94dAn5yl,,,,,,,,,,,,,
,,,1,@DeepSeek_solai 9BqNSrHUhKJd5KSgGi2bi9hP4jsyFhYx1vFSDHtfK4YN,,,,,,,,,,,,,
,,,1,6+ Model AI Chat Gratis di 1 Tempat + Fitur Foldering &amp; Pin + Unlimited History &amp; File Uploads + Artifacts/Canvas Gemini Llama DeepSeek Qwen Mixtral Gemma Baru pasang domain biar bisa dipakai publik. Silakan bisa teman-teman pakai. Free. Link di bawah ↓ https://t.co/5Cz1VEkIvY,,,,,,,,,,,,,
,,1,,ok juga nih deepseek referensi yg dikasih bener infonya jga jelas https://t.co/2FdJRBsmkY,,,,,,,,,,,,,
,,1,,2️⃣ AI (Artificial Intelligence): Smart Contract Super Canggih China punya AI seperti DeepSeek yang bisa mengoptimalkan blockchain: Smart contract adaptif yang membaca tren pasar &amp; risiko. Pencegahan fraud otomatis dengan machine learning.,,,,,,,,,,,,,
,1,,,Saat Cina dan Amerika Serikat sedang panas antara @OpenAI dan @deepseek_ai India diam-diam memasuki kompetisi~ Tahun 2023 @sama pernah bilang It s totally hopeless kalau ada perusahaan yang mau membangun AI tool seperti ChatGPT dengan modal di bawah $10 juta. Kehadiran,,,,,,,,,,,,,
,,,1,DeepSeek ning bazasi 2023 oktyabrgacha ekan. AQShdagi saylov haqida ham shunga asoslanib javob berdi. https://t.co/g6YepCWksj,,,,,,,,,,,,,
1,,,,deepseek kenapa ini server luuu,,,,,,,,,,,,,
,,,1,@CryptoArch1tect @iDEGEN_AI @iDEGEN_Updates @idegen_deepseek Bismillahirrahmanirrahim https://t.co/flS5geoYES,,,,,,,,,,,,,
,,,1,@CryptoArch1tect @iDEGEN_AI @iDEGEN_Updates @idegen_deepseek Done Bismillah win.,,,,,,,,,,,,,
1,,,,deepseek bagus sih cmn traffic nya parah gitu yak,,,,,,,,,,,,,
,,1,,aku ngebahas Deepseek. damn menyenangkan. isu ekonomi apa lagi yg perlu dicari?,,,,,,,,,,,,,
,,,1,Jawaban AI selengkapnya: - https://t.co/6ankwujLd0 - https://t.co/P2WXXmneVB - https://t.co/iMZ8UqCIF9 Jawaban DeepSeek &amp; Claude terlampir. https://t.co/gcEQNgDL8x,,,,,,,,,,,,,
,,,1,@WhalesHQ #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump @LeChatonSol,,,,,,,,,,,,,
,,,1,@NotMrVinnyChase #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump @LeChatonSol,,,,,,,,,,,,,
,,,1,@kriptozenciii #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@amperelayer #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@pierrecoins #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@SolanaSupremo #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@Ashcryptoreal #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@expXsolana #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@Trumpsolana0X #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@DeepSolanaa @TeamDeepseek #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@ProfesorTurkmen #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@elonmuskMMMM #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@Cryptoemperor06 #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@MartiniGuyYT #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@MrCrypto3706 #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@Crypto0637 #DEEPSEEK 3M$ MC #LECHAT 130k$ MC SOON 50-100x CA: 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $lechat,,,,,,,,,,,,,
,,,1,@PlutoSolanaCoin #DeepSeek Killer $Lechat 🆙 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump,,,,,,,,,,,,,
,,,1,@mistermind98 #DeepSeek Killer $Lechat 🆙 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump,,,,,,,,,,,,,
,,,1,@SolanaxBeast #DeepSeek Killer $Lechat 🆙 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump,,,,,,,,,,,,,
,,,1,@Coinmatik1 #DeepSeek Killer $Lechat 🆙 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump,,,,,,,,,,,,,
